entrez_id,probe_name,gene_id,gene_symbol,gene_name,entrez_id,chromosome
11181,A_23_P104819,11021,TREH,trehalase (brush-border membrane glycoprotein),11181.0,11
11182,A_23_P169249,11022,SLC2A6,"solute carrier family 2 (facilitated glucose transporter), member 6",11182.0,9
11183,A_23_P205646,11023,MAP4K5,mitogen-activated protein kinase kinase kinase kinase 5,11183.0,14
11184,A_23_P5002,11024,MAP4K1,mitogen-activated protein kinase kinase kinase kinase 1,11184.0,19
11185,A_23_P70961,11025,INMT,indolethylamine N-methyltransferase,11185.0,7
11186,A_23_P41066,11026,RASSF1,Ras association (RalGDS/AF-6) domain family member 1,11186.0,3
11187,A_23_P95810,11027,PKP3,plakophilin 3,11187.0,11
11188,A_24_P405621,11028,NISCH,nischarin,11188.0,3
11189,A_23_P337849,11029,CELF3,"CUGBP, Elav-like family member 3",11189.0,1
11190,A_23_P102832,11030,CEP250,centrosomal protein 250kDa,11190.0,20
11193,A_23_P140035,11033,WBP4,WW domain binding protein 4 (formin binding protein 21),11193.0,13
11194,A_23_P82249,11034,ABCB8,"ATP-binding cassette, sub-family B (MDR/TAP), member 8",11194.0,7
11196,A_23_P202602,11036,SEC23IP,SEC23 interacting protein,11196.0,10
11197,A_32_P216520,11037,WIF1,WNT inhibitory factor 1,11197.0,12
11198,A_24_P153800,11038,SUPT16H,suppressor of Ty 16 homolog (S. cerevisiae),11198.0,14
11199,CUST_10319_PI416261804,11039,ANXA10,annexin A10,11199.0,4
11200,CUST_4352_PI416261804,11040,CHEK2,checkpoint kinase 2,11200.0,22
11201,A_23_P306890,11041,POLI,polymerase (DNA directed) iota,11201.0,18
11202,CUST_13968_PI416261804,11042,KLK8,kallikrein-related peptidase 8,11202.0,19
11209,A_32_P122373,11049,RP5-1182A14.1,macrophage stimulating 1 (hepatocyte growth factor-like) pseudogene 2,11209.0,1
11211,A_23_P203972,11051,FZD10,frizzled family receptor 10,11211.0,12
11212,A_23_P45166,11052,PROSC,proline synthetase co-transcribed homolog (bacterial),11212.0,8
11213,A_23_P162300,11053,IRAK3,interleukin-1 receptor-associated kinase 3,11213.0,12
11214,A_23_P137276,11054,AKAP13,A kinase (PRKA) anchor protein 13,11214.0,15
11215,A_23_P204929,11055,AKAP11,A kinase (PRKA) anchor protein 11,11215.0,13
11216,CUST_13186_PI416261804,11056,AKAP10,A kinase (PRKA) anchor protein 10,11216.0,17
11218,A_23_P63153,11058,DDX20,DEAD (Asp-Glu-Ala-Asp) box polypeptide 20,11218.0,1
11219,CUST_8128_PI416261804,11059,TREX2,three prime repair exonuclease 2,11219.0,X
11221,A_24_P182494,11061,DUSP10,dual specificity phosphatase 10,11221.0,1
11222,A_23_P18422,11062,MRPL3,mitochondrial ribosomal protein L3,11222.0,3
11223,A_23_P340376,11063,MST1P9,macrophage stimulating 1 (hepatocyte growth factor-like) pseudogene 9,11223.0,1
11224,A_23_P112429,11064,RPL35,ribosomal protein L35,11224.0,9
11226,A_23_P204133,11066,GALNT6,UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 6 (GalNAc-T6),11226.0,12
11227,CUST_16510_PI416261804,11067,GALNT5,UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 5 (GalNAc-T5),11227.0,2
11228,A_23_P116712,11068,RASSF8,Ras association (RalGDS/AF-6) domain family (N-terminal) member 8,11228.0,12
11230,A_23_P96350,11070,PRAF2,"PRA1 domain family, member 2",11230.0,X
11231,A_24_P192183,11071,SEC63,SEC63 homolog (S. cerevisiae),11231.0,6
11232,A_23_P26905,11072,POLG2,"polymerase (DNA directed), gamma 2, accessory subunit",11232.0,17
11234,A_23_P98631,11074,HPS5,Hermansky-Pudlak syndrome 5,11234.0,11
11235,CUST_14952_PI416261804,11075,PDCD10,programmed cell death 10,11235.0,3
11236,A_23_P146765,11076,RNF139,ring finger protein 139,11236.0,8
11237,A_24_P333019,11077,RNF24,ring finger protein 24,11237.0,20
11238,A_23_P307346,11078,CA5B,"carbonic anhydrase VB, mitochondrial",11238.0,X
11240,A_23_P201747,11080,PADI2,"peptidyl arginine deiminase, type II",11240.0,1
11243,A_23_P635,11082,PMF1,polyamine-modulated factor 1,11243.0,1
11244,CUST_1326_PI416261804,11083,ZHX1,zinc fingers and homeoboxes 1,11244.0,8
11245,A_23_P37676,11084,GPR176,G protein-coupled receptor 176,11245.0,15
11247,A_24_P353412,11086,NXPH4,neurexophilin 4,11247.0,12
11248,A_24_P940086,11087,NXPH3,neurexophilin 3,11248.0,17
11249,A_23_P316121,11088,NXPH2,neurexophilin 2,11249.0,2
11250,A_23_P131534,11089,GPR45,G protein-coupled receptor 45,11250.0,2
11251,A_23_P161918,11090,GPR44,prostaglandin D2 receptor 2,11251.0,11
11252,A_23_P80377,11091,PACSIN2,protein kinase C and casein kinase substrate in neurons 2,11252.0,22
11253,A_23_P157943,11092,MAN1B1,"mannosidase, alpha, class 1B, member 1",11253.0,9
11254,A_24_P365721,11093,SLC6A14,"solute carrier family 6 (amino acid transporter), member 14",11254.0,X
11255,A_24_P301837,11094,HRH3,histamine receptor H3,11255.0,20
11257,A_23_P145895,11096,TP53TG1,TP53 target 1 (non-protein coding),11257.0,7
11258,A_24_P209765,11097,DCTN3,dynactin 3 (p22),11258.0,9
11259,CUST_13048_PI416261804,11098,FILIP1L,filamin A interacting protein 1-like,11259.0,3
11260,A_23_P340722,11099,XPOT,"exportin, tRNA (nuclear export receptor for tRNAs)",11260.0,12
11261,A_23_P112801,11100,AC012652.1,calcineurin-like EF hand protein 1,11261.0,15
11262,A_24_P328504,11101,SP140,SP140 nuclear body protein,11262.0,2
11264,A_23_P91430,11103,PXMP4,"peroxisomal membrane protein 4, 24kDa",11264.0,20
11266,A_23_P51508,11105,DUSP12,dual specificity phosphatase 12,11266.0,1
11267,A_23_P130064,11106,SNF8,"SNF8, ESCRT-II complex subunit, homolog (S. cerevisiae)",11267.0,17
11269,A_23_P140994,11108,DDX19B,DEAD (Asp-Glu-Ala-Asp) box polypeptide 19B,11269.0,16
11270,A_23_P8055,11109,NRM,nurim (nuclear envelope membrane protein),11270.0,6
11272,A_23_P76291,11111,PRR4,proline rich 4 (lacrimal),11272.0,12
11273,A_32_P155091,11112,ATXN2L,ataxin 2-like,11273.0,16
11274,A_32_P132206,11113,USP18,ubiquitin specific peptidase 18,11274.0,22
11275,A_23_P72503,11114,KLHL2,"kelch-like 2, Mayven (Drosophila)",11275.0,4
11276,A_23_P207541,11115,AP1GBP1,"synergin, gamma",11276.0,17
11277,A_23_P218879,11116,TREX1,three prime repair exonuclease 1,11277.0,3
11278,A_23_P354805,11117,KLF12,Kruppel-like factor 12,11278.0,13
11279,A_23_P217528,11118,KLF8,Kruppel-like factor 8,11279.0,X
11280,CUST_2208_PI416261804,11119,SCN11A,"sodium channel, voltage-gated, type XI, alpha subunit",11280.0,3
11281,A_23_P147900,11120,POU6F2,POU class 6 homeobox 2,11281.0,7
11282,A_24_P29260,11121,MGAT4B,"mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme B",11282.0,5
11283,A_23_P131060,11122,CYP4F8,"cytochrome P450, family 4, subfamily F, polypeptide 8",11283.0,19
11284,CUST_16592_PI416261804,11123,PNKP,polynucleotide kinase 3'-phosphatase,11284.0,19
11285,A_23_P41872,11124,B4GALT7,"xylosylprotein beta 1,4-galactosyltransferase, polypeptide 7 (galactosyltransferase I)",11285.0,5
11309,A_23_P150768,11145,SLCO2B1,"solute carrier organic anion transporter family, member 2B1",11309.0,11
11311,A_23_P23719,11147,VPS45,vacuolar protein sorting 45 homolog (S. cerevisiae),11311.0,1
11313,CUST_1356_PI416261804,11149,LYPLA2,lysophospholipase II,11313.0,1
11314,A_24_P159434,11150,CD300A,CD300a molecule,11314.0,17
11315,A_23_P74740,11151,PARK7,parkinson protein 7,11315.0,1
11316,A_23_P209088,11152,COPE,"coatomer protein complex, subunit epsilon",11316.0,19
11317,CUST_6637_PI416261804,11153,RBPJL,recombination signal binding protein for immunoglobulin kappa J region-like,11317.0,20
11318,CUST_5038_PI416261804,11154,GPR182,G protein-coupled receptor 182,11318.0,12
11319,A_23_P115762,11155,ECD,ecdysoneless homolog (Drosophila),11319.0,10
11320,CUST_17074_PI416261804,11156,MGAT4A,"mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme A",11320.0,2
11321,A_23_P17144,11157,GPN1,GPN-loop GTPase 1,11321.0,2
11322,CUST_5475_PI416261804,11158,TMC6,transmembrane channel-like 6,11322.0,17
11325,A_23_P152651,11160,DDX42,DEAD (Asp-Glu-Ala-Asp) box polypeptide 42,11325.0,17
11326,A_23_P217269,11161,VSIG4,V-set and immunoglobulin domain containing 4,11326.0,X
11328,A_23_P334709,11163,FKBP9,"FK506 binding protein 9, 63 kDa",11328.0,7
11329,A_24_P63727,11164,STK38,serine/threonine kinase 38,11329.0,6
11330,CUST_10034_PI416261804,11165,CTRC,chymotrypsin C (caldecrin),11330.0,1
11331,A_23_P151106,11166,PHB2,prohibitin 2,11331.0,12
11332,A_24_P205589,11167,ACOT7,acyl-CoA thioesterase 7,11332.0,1
11333,A_23_P151198,11168,PDAP1,PDGFA associated protein 1,11333.0,7
11334,A_23_P251562,11169,TUSC2,tumor suppressor candidate 2,11334.0,3
11335,A_23_P31315,11170,CBX3,chromobox homolog 3,11335.0,7
11336,A_23_P93046,11171,EXOC3,exocyst complex component 3,11336.0,5
11337,A_23_P27075,11172,GABARAP,GABA(A) receptor-associated protein,11337.0,17
11338,A_23_P431418,11173,U2AF2,U2 small nuclear RNA auxiliary factor 2,11338.0,19
11339,A_23_P379614,11174,OIP5,Opa interacting protein 5,11339.0,15
11340,A_24_P241276,11175,EXOSC8,exosome component 8,11340.0,13
11341,CUST_12446_PI416261804,11176,SCRG1,stimulator of chondrogenesis 1,11341.0,4
11342,A_23_P29378,11177,RNF13,ring finger protein 13,11342.0,3
11343,A_24_P226008,11178,MGLL,monoglyceride lipase,11343.0,3
11344,A_23_P121265,11179,TWF2,"twinfilin, actin-binding protein, homolog 2 (Drosophila)",11344.0,3
11345,A_23_P118313,11180,GABARAPL2,GABA(A) receptor-associated protein-like 2,11345.0,16
11346,A_24_P405992,11181,SYNPO,synaptopodin,11346.0,5
22794,A_23_P374284,22551,CASC3,cancer susceptibility candidate 3,22794.0,17
22795,A_23_P163087,22552,NID2,nidogen 2 (osteonidogen),22795.0,14
22796,A_23_P160809,22553,COG2,component of oligomeric golgi complex 2,22796.0,1
22797,A_24_P98210,22554,TFEC,transcription factor EC,22797.0,7
22798,CUST_1554_PI416261804,22555,LAMB4,"laminin, beta 4",22798.0,7
22800,CUST_2435_PI416261804,22556,RRAS2,related RAS viral (r-ras) oncogene homolog 2,22800.0,11
22801,A_23_P206022,22557,ITGA11,"integrin, alpha 11",22801.0,15
22802,A_23_P45751,22558,CLCA4,chloride channel accessory 4,22802.0,1
22803,A_23_P166135,22559,XRN2,5'-3' exoribonuclease 2,22803.0,20
22806,CUST_11108_PI416261804,22562,IKZF3,IKAROS family zinc finger 3 (Aiolos),22806.0,17
22807,A_32_P114284,22563,IKZF2,IKAROS family zinc finger 2 (Helios),22807.0,2
22808,A_23_P377197,22564,MRAS,muscle RAS oncogene homolog,22808.0,3
22809,A_23_P119337,22565,ATF5,activating transcription factor 5,22809.0,19
22818,A_24_P389959,22574,COPZ1,"coatomer protein complex, subunit zeta 1",22818.0,12
22820,A_23_P44617,22576,COPG,"coatomer protein complex, subunit gamma 1",22820.0,3
22821,CUST_440_PI416379584,22577,RASA3,RAS p21 protein activator 3,22821.0,13
22822,A_23_P76450,22578,PHLDA1,"pleckstrin homology-like domain, family A, member 1",22822.0,12
22823,A_23_P46333,22579,MTF2,metal response element binding transcription factor 2,22823.0,1
22824,CUST_752_PI416261804,22580,HSPA4L,heat shock 70kDa protein 4-like,22824.0,4
22826,A_32_P157192,22582,DNAJC8,"DnaJ (Hsp40) homolog, subfamily C, member 8",22826.0,1
22827,A_23_P9756,22583,PUF60,poly-U binding splicing factor 60KDa,22827.0,8
22828,A_23_P111303,22584,RBM16,SR-related CTD-associated factor 8,22828.0,6
22829,A_23_P121441,22585,NLGN4Y,"neuroligin 4, Y-linked",22829.0,Y
22832,A_24_P337546,22588,KIAA1009,KIAA1009,22832.0,6
22834,A_23_P55256,22590,ZNF652,zinc finger protein 652,22834.0,17
22835,A_23_P119735,22591,ZFP30,zinc finger protein 30 homolog (mouse),22835.0,19
22836,A_23_P92710,22592,RHOBTB3,Rho-related BTB domain containing 3,22836.0,5
22837,CUST_4902_PI416261804,22593,COBLL1,COBL-like 1,22837.0,2
22838,A_23_P213592,22594,RNF44,ring finger protein 44,22838.0,5
22839,A_24_P216253,22595,DLGAP4,"discs, large (Drosophila) homolog-associated protein 4",22839.0,20
22841,A_24_P363953,22597,RAB11FIP2,RAB11 family interacting protein 2 (class I),22841.0,10
22843,A_24_P153853,22599,PPM1E,"protein phosphatase, Mg2+/Mn2+ dependent, 1E",22843.0,17
22844,A_23_P169460,22600,FRMPD1,FERM and PDZ domain containing 1,22844.0,9
22845,A_23_P10870,22601,DOLK,dolichol kinase,22845.0,9
22846,A_23_P77000,22602,VASH1,vasohibin 1,22846.0,14
22847,A_24_P185484,22603,ZNF507,zinc finger protein 507,22847.0,19
22848,A_23_P209826,22604,AAK1,AP2 associated kinase 1,22848.0,2
22849,A_23_P46812,22605,CPEB3,cytoplasmic polyadenylation element binding protein 3,22849.0,10
22850,A_23_P164468,22606,ADNP2,ADNP homeobox 2,22850.0,18
22852,A_24_P136438,22608,ANKRD26,ankyrin repeat domain 26,22852.0,10
22853,CUST_17015_PI416261804,22609,LMTK2,lemur tyrosine kinase 2,22853.0,7
22854,CUST_1259_PI416379584,22610,NTNG1,netrin G1,22854.0,1
22856,A_23_P37484,22612,CHSY1,chondroitin sulfate synthase 1,22856.0,15
22858,A_23_P344988,22614,ICK,intestinal cell (MAK-like) kinase,22858.0,6
22859,A_23_P208551,22615,LPHN1,latrophilin 1,22859.0,19
22861,A_23_P89550,22617,AC055839.1,"NLR family, pyrin domain containing 1",22861.0,17
22862,A_23_P25503,22618,FNDC3A,fibronectin type III domain containing 3A,22862.0,13
22863,CUST_14817_PI416261804,22619,KIAA0831,autophagy related 14,22863.0,14
22864,A_23_P44631,22620,R3HDM2,R3H domain containing 2,22864.0,12
22865,A_23_P18362,22621,SLITRK3,"SLIT and NTRK-like family, member 3",22865.0,3
22866,CUST_1007_PI416379584,22622,CNKSR2,connector enhancer of kinase suppressor of Ras 2,22866.0,X
22868,A_23_P345830,22624,FASTKD2,FAST kinase domains 2,22868.0,2
22869,A_23_P169233,22625,ZNF510,zinc finger protein 510,22869.0,9
22870,A_23_P119448,22626,SAPS1,"protein phosphatase 6, regulatory subunit 1",22870.0,19
22871,A_23_P18123,22627,NLGN1,neuroligin 1,22871.0,3
22872,A_24_P277349,22628,SEC31A,SEC31 homolog A (S. cerevisiae),22872.0,4
22873,A_24_P554882,22629,DZIP1,DAZ interacting protein 1,22873.0,13
22874,A_23_P431268,22630,PLEKHA6,"pleckstrin homology domain containing, family A member 6",22874.0,1
22875,A_23_P70318,22631,ENPP4,ectonucleotide pyrophosphatase/phosphodiesterase 4 (putative),22875.0,6
22876,A_23_P35684,22632,INPP5F,inositol polyphosphate-5-phosphatase F,22876.0,10
22877,A_23_P9823,22633,MLXIP,MLX interacting protein,22877.0,12
22878,A_23_P107552,22634,KIAA1012,trafficking protein particle complex 8,22878.0,18
22879,A_24_P358244,22635,MON1B,MON1 homolog B (yeast),22879.0,16
22880,A_23_P155027,22636,MORC2,MORC family CW-type zinc finger 2,22880.0,22
22881,A_24_P146188,22637,ANKRD6,ankyrin repeat domain 6,22881.0,6
22882,A_23_P168951,22638,ZHX2,zinc fingers and homeoboxes 2,22882.0,8
22883,A_24_P191067,22639,CLSTN1,calsyntenin 1,22883.0,1
22884,A_23_P47073,22640,WDR37,WD repeat domain 37,22884.0,10
22885,A_23_P256205,22641,ABLIM3,"actin binding LIM protein family, member 3",22885.0,5
22887,A_23_P566,22643,FOXJ3,forkhead box J3,22887.0,1
22888,A_23_P72584,22644,UBOX5,U-box domain containing 5,22888.0,20
22889,A_23_P74467,22645,KIAA0907,KIAA0907,22889.0,1
22890,CUST_5026_PI416261804,22646,ZBTB1,zinc finger and BTB domain containing 1,22890.0,14
22891,A_23_P86610,22647,ZNF365,zinc finger protein 365,22891.0,10
22893,A_23_P117928,22649,BAHD1,bromo adjacent homology domain containing 1,22893.0,15
22894,A_24_P219024,22650,DIS3,DIS3 mitotic control homolog (S. cerevisiae),22894.0,13
22895,A_23_P76234,22651,RPH3A,rabphilin 3A homolog (mouse),22895.0,12
22897,A_23_P75609,22653,CEP164,centrosomal protein 164kDa,22897.0,11
22898,A_32_P175301,22654,DENND3,DENN/MADD domain containing 3,22898.0,8
22899,A_23_P49674,22655,ARHGEF15,Rho guanine nucleotide exchange factor (GEF) 15,22899.0,17
22900,A_24_P14260,22656,CARD8,"caspase recruitment domain family, member 8",22900.0,19
22901,A_24_P339416,22657,ARSG,arylsulfatase G,22901.0,17
22902,A_24_P362979,22658,RUFY3,RUN and FYVE domain containing 3,22902.0,4
22903,A_23_P102759,22659,BTBD3,BTB (POZ) domain containing 3,22903.0,20
22904,CUST_13347_PI416261804,22660,SBNO2,strawberry notch homolog 2 (Drosophila),22904.0,19
22905,A_23_P89310,22661,EPN2,epsin 2,22905.0,17
22906,A_23_P132536,22662,TRAK1,"trafficking protein, kinesin binding 1",22906.0,3
22907,A_23_P166609,22663,DHX30,DEAH (Asp-Glu-Ala-His) box polypeptide 30,22907.0,3
22908,A_23_P212383,22664,SACM1L,SAC1 suppressor of actin mutations 1-like (yeast),22908.0,3
22909,A_23_P377888,22665,MTMR15,FANCD2/FANCI-associated nuclease 1,22909.0,15
22911,CUST_471_PI417507815,22667,WDR47,WD repeat domain 47,22911.0,1
22913,A_23_P109235,22669,RALY,"RNA binding protein, autoantigenic (hnRNP-associated with lethal yellow homolog (mouse))",22913.0,20
22914,A_24_P193093,22670,AC022075.1,"killer cell lectin-like receptor subfamily K, member 1",22914.0,12
22915,CUST_12208_PI416261804,22671,MMRN1,multimerin 1,22915.0,4
22916,A_23_P155316,22672,NCBP2,"nuclear cap binding protein subunit 2, 20kDa",22916.0,3
22917,A_23_P1912,22673,ZP1,zona pellucida glycoprotein 1 (sperm receptor),22917.0,11
22918,A_32_P56001,22674,CD93,CD93 molecule,22918.0,20
22919,A_24_P220058,22675,MAPRE1,"microtubule-associated protein, RP/EB family, member 1",22919.0,20
22920,A_23_P62920,22676,KIFAP3,kinesin-associated protein 3,22920.0,1
22921,A_23_P97932,22677,MSRB2,methionine sulfoxide reductase B2,22921.0,10
22924,CUST_15057_PI416261804,22680,MAPRE3,"microtubule-associated protein, RP/EB family, member 3",22924.0,2
22925,CUST_2140_PI416261804,22681,PLA2R1,"phospholipase A2 receptor 1, 180kDa",22925.0,2
22926,A_23_P62907,22682,ATF6,activating transcription factor 6,22926.0,1
22927,A_32_P79366,22683,HABP4,hyaluronan binding protein 4,22927.0,9
22928,A_23_P146798,22684,SEPHS2,selenophosphate synthetase 2,22928.0,16
22929,A_23_P150092,22685,SEPHS1,selenophosphate synthetase 1,22929.0,10
22930,A_23_P50942,22686,RAB3GAP1,RAB3 GTPase activating protein subunit 1 (catalytic),22930.0,2
22931,A_23_P138376,22687,RAB18,"RAB18, member RAS oncogene family",22931.0,10
22932,A_23_P168584,22688,POMZP3,POM121 and ZP3 fusion,22932.0,7
22933,A_23_P142455,22689,SIRT2,sirtuin 2,22933.0,19
22934,A_23_P131646,22690,RPIA,ribose 5-phosphate isomerase A,22934.0,2
22936,A_23_P58506,22691,ELL2,"elongation factor, RNA polymerase II, 2",22936.0,5
22937,A_23_P252825,22692,SCAP,SREBF chaperone,22937.0,3
22938,A_23_P37347,22693,SNW1,SNW domain containing 1,22938.0,14
22941,A_23_P334883,22696,SHANK2,SH3 and multiple ankyrin repeat domains 2,22941.0,11
22943,A_23_P24129,22698,DKK1,dickkopf 1 homolog (Xenopus laevis),22943.0,10
22944,A_23_P202067,22699,KIN,"KIN, antigenic determinant of recA protein homolog (mouse)",22944.0,10
22948,A_23_P257863,22703,CCT5,"chaperonin containing TCP1, subunit 5 (epsilon)",22948.0,5
22949,A_23_P157809,22704,PTGR1,prostaglandin reductase 1,22949.0,9
22950,A_23_P56810,22705,SLC4A1AP,"solute carrier family 4 (anion exchanger), member 1, adaptor protein",22950.0,2
22953,A_23_P124003,22708,P2RX2,"purinergic receptor P2X, ligand-gated ion channel, 2",22953.0,12
22954,A_24_P29966,22709,TRIM32,tripartite motif containing 32,22954.0,9
22955,A_23_P12477,22710,SCMH1,sex comb on midleg homolog 1 (Drosophila),22955.0,1
22973,CUST_7301_PI416261804,22728,LAMB2P1,"laminin, beta 2 pseudogene 1",22973.0,3
22974,A_23_P68610,22729,TPX2,"TPX2, microtubule-associated, homolog (Xenopus laevis)",22974.0,20
22976,A_23_P59426,22731,PAXIP1,PAX interacting (with transcription-activation domain) protein 1,22976.0,7
22977,A_23_P103968,22732,AKR7A3,"aldo-keto reductase family 7, member A3 (aflatoxin aldehyde reductase)",22977.0,1
22978,A_23_P97906,22733,NT5C2,"5'-nucleotidase, cytosolic II",22978.0,10
22979,A_32_P83049,22734,EFR3B,EFR3 homolog B (S. cerevisiae),22979.0,2
22980,A_24_P306561,22735,TCF25,transcription factor 25 (basic helix-loop-helix),22980.0,16
22981,A_23_P143374,22736,NINL,ninein-like,22981.0,20
22982,A_24_P360722,22737,DIP2C,DIP2 disco-interacting protein 2 homolog C (Drosophila),22982.0,10
22983,A_23_P101480,22738,MAST1,microtubule associated serine/threonine kinase 1,22983.0,19
22984,A_23_P161257,22739,PDCD11,programmed cell death 11,22984.0,10
22985,A_23_P14389,22740,ACIN1,apoptotic chromatin condensation inducer 1,22985.0,14
22986,A_24_P13001,22741,SORCS3,sortilin-related VPS10 domain containing receptor 3,22986.0,10
22987,CUST_882_PI416379584,22742,SV2C,synaptic vesicle glycoprotein 2C,22987.0,5
22989,CUST_13162_PI416261804,22744,MYH15,"myosin, heavy chain 15",22989.0,3
22990,A_23_P37311,22745,PCNX,pecanex homolog (Drosophila),22990.0,14
22992,A_23_P83917,22747,KDM2A,lysine (K)-specific demethylase 2A,22992.0,11
22993,CUST_1105_PI416379584,22748,HMGXB3,HMG box domain containing 3,22993.0,5
22994,A_23_P319270,22749,AZI1,5-azacytidine induced 1,22994.0,17
22995,A_32_P220519,22750,CEP152,centrosomal protein 152kDa,22995.0,15
22996,CUST_9709_PI416261804,22751,TTC39A,tetratricopeptide repeat domain 39A,22996.0,1
22997,CUST_75_PI416379584,22752,RP11-259P6.1,"immunoglobulin superfamily, member 9B",22997.0,11
22998,A_32_P117354,22753,LIMCH1,LIM and calponin homology domains 1,22998.0,4
22999,CUST_13778_PI416261804,22754,RIMS1,regulating synaptic membrane exocytosis 1,22999.0,6
23001,A_32_P10396,22756,WDFY3,WD repeat and FYVE domain containing 3,23001.0,4
23002,A_24_P347447,22757,DAAM1,dishevelled associated activator of morphogenesis 1,23002.0,14
23005,A_24_P272594,22760,MAPKBP1,mitogen-activated protein kinase binding protein 1,23005.0,15
23007,A_23_P339240,22762,PLCH1,"phospholipase C, eta 1",23007.0,3
23008,A_32_P189680,22763,KLHDC10,kelch domain containing 10,23008.0,7
23011,A_23_P128166,22766,RAB21,"RAB21, member RAS oncogene family",23011.0,12
23012,A_23_P64743,22767,STK38L,serine/threonine kinase 38 like,23012.0,12
23013,A_24_P345193,22768,SPEN,"spen homolog, transcriptional regulator (Drosophila)",23013.0,1
23014,A_23_P53736,22769,FBXO21,F-box protein 21,23014.0,12
23015,A_24_P910580,22770,GOLGA8A,"golgin A8 family, member A",23015.0,15
23016,A_24_P317135,22771,EXOSC7,exosome component 7,23016.0,3
23017,A_24_P275428,22772,FAIM2,Fas apoptotic inhibitory molecule 2,23017.0,12
23019,A_23_P77371,22774,CNOT1,"CCR4-NOT transcription complex, subunit 1",23019.0,16
23020,A_23_P131626,22775,SNRNP200,small nuclear ribonucleoprotein 200kDa (U5),23020.0,2
23022,A_23_P213102,22777,PALLD,"palladin, cytoskeletal associated protein",23022.0,4
23023,A_32_P41065,22778,TMCC1,transmembrane and coiled-coil domain family 1,23023.0,3
23024,A_23_P21618,22779,PDZRN3,PDZ domain containing ring finger 3,23024.0,3
23025,A_23_P365494,22780,UNC13A,unc-13 homolog A (C. elegans),23025.0,19
23026,A_24_P229234,22781,MYO16,myosin XVI,23026.0,13
23028,A_24_P74981,22783,KDM1,lysine (K)-specific demethylase 1A,23028.0,1
23029,A_23_P436476,22784,RBM34,RNA binding motif protein 34,23029.0,1
23030,CUST_1272_PI416379584,22785,KDM4B,lysine (K)-specific demethylase 4B,23030.0,19
23031,A_23_P426196,22786,MAST3,microtubule associated serine/threonine kinase 3,23031.0,19
23032,CUST_11335_PI416261804,22787,USP33,ubiquitin specific peptidase 33,23032.0,1
23033,CUST_298_PI416379584,22788,DOPEY1,dopey family member 1,23033.0,6
23034,A_23_P335661,22789,SAMD4A,sterile alpha motif domain containing 4A,23034.0,14
23035,A_23_P418234,22790,PHLPP2,PH domain and leucine rich repeat protein phosphatase 2,23035.0,16
23036,A_24_P937119,22791,ZNF292,zinc finger protein 292,23036.0,6
23037,A_23_P7402,22792,PDZD2,PDZ domain containing 2,23037.0,5
23038,A_24_P102895,22793,WDTC1,WD and tetratricopeptide repeats 1,23038.0,1
23039,A_23_P146237,22794,XPO7,exportin 7,23039.0,8
23040,A_32_P91663,22795,MYT1L,myelin transcription factor 1-like,23040.0,2
23041,A_24_P933503,22796,MON2,MON2 homolog (S. cerevisiae),23041.0,12
23042,A_23_P147845,22797,PDXDC1,pyridoxal-dependent decarboxylase domain containing 1,23042.0,16
23043,A_24_P350576,22798,TNIK,TRAF2 and NCK interacting kinase,23043.0,3
23046,A_23_P126888,22801,KIF21B,kinesin family member 21B,23046.0,1
23047,A_23_P48387,22802,PDS5B,"PDS5, regulator of cohesion maintenance, homolog B (S. cerevisiae)",23047.0,13
23048,CUST_9003_PI416261804,22803,FNBP1,formin binding protein 1,23048.0,9
23049,A_32_P116323,22804,SMG1,"smg-1 homolog, phosphatidylinositol 3-kinase-related kinase (C. elegans)",23049.0,16
23051,A_24_P57700,22806,ZHX3,zinc fingers and homeoboxes 3,23051.0,20
23052,A_23_P104624,22807,ENDOD1,endonuclease domain containing 1,23052.0,11
23053,CUST_9345_PI416261804,22808,KIAA0913,KIAA0913,23053.0,10
23054,A_23_P259135,22809,NCOA6,nuclear receptor coactivator 6,23054.0,20
23057,A_23_P345183,22812,NMNAT2,nicotinamide nucleotide adenylyltransferase 2,23057.0,1
23059,A_23_P77714,22814,CLUAP1,clusterin associated protein 1,23059.0,16
23060,A_32_P176609,22815,ZNF609,zinc finger protein 609,23060.0,15
23061,A_24_P17722,22816,TBC1D9B,"TBC1 domain family, member 9B (with GRAM domain)",23061.0,5
23062,A_24_P416257,22817,GGA2,"golgi-associated, gamma adaptin ear containing, ARF binding protein 2",23062.0,16
23063,A_32_P174908,22818,WAPAL,wings apart-like homolog (Drosophila),23063.0,10
23064,A_24_P95273,22819,SETX,senataxin,23064.0,9
23065,A_23_P435604,22820,KIAA0090,ER membrane protein complex subunit 1,23065.0,1
23066,A_23_P250102,22821,CAND2,cullin-associated and neddylation-dissociated 2 (putative),23066.0,3
23067,A_23_P319895,22822,SETD1B,SET domain containing 1B,23067.0,12
23070,A_23_P374149,22825,FTSJD2,FtsJ methyltransferase domain containing 2,23070.0,6
